RETURN_ID,ORDER_ID,PRODUCT_ID,RETURN_DATE,RETURN_REASON,RETURN_STATUS,REFUND_AMOUNT,QUANTITY_RETURNED
RET-DAAAF13A36C,ORD-08A05D5E3FB,PRD-7080483626E,2024-05-03 17:48:54.493591,Wrong Item,Refunded,1409.65,3
RET-AC12ED22E20,ORD-B9179C06E5A,PRD-C3BBAA60FA3,2024-07-21 06:56:48.117529,Changed Mind,Refunded,580.97,1
RET-CB5DBA528E3,ORD-F075B611FCB,PRD-BB66EB31CF0,2025-10-10 08:46:09.310451,Better Price Found,Refunded,257.25,3
RET-7FE37A57E6B,ORD-80CC6C6ED5E,PRD-F82C5D9DDF0,2024-04-20 20:16:37.333184,Too Late,Approved,130.36,2
RET-51AEE19FB7C,ORD-150618E9754,PRD-855E6F40D42,2026-02-08 13:37:13.212109,Wrong Item,Pending,1060.43,3
RET-AE322DD1D8D,ORD-409554316AB,PRD-ADC3C0537BB,2024-05-30 04:20:23.994392,Wrong Item,Approved,4977.09,2
RET-4A2C038A9D5,ORD-0B558AA9340,PRD-DC207D6B275,2025-04-07 08:44:53.428707,Changed Mind,Rejected,694.76,1
RET-6D8AB57648D,ORD-2B5DB1D3DA0,PRD-14D51F4E8F5,2025-01-31 16:16:20.608643,Not as Described,Approved,1343.68,1
RET-87173787AF0,ORD-40620D938FC,PRD-B88F5234D5E,2025-07-21 10:32:37.822294,Duplicate Order,Approved,54.35,2
RET-928B528DDDB,ORD-556A0F11CBA,PRD-EA8815CAD16,2025-06-05 05:54:20.360849,Defective,Approved,397.53,1
RET-A24982845F3,ORD-6C92C31D04B,PRD-817A0479F64,2026-01-11 12:27:30.275970,Too Late,Rejected,1919.35,1
RET-837EA9AB06F,ORD-A17B6341584,PRD-084FF6CE613,2024-05-04 11:45:58.419630,Not as Described,Approved,481.83,2
RET-7FF99799DCC,ORD-419A9770CC0,PRD-1071908493C,2024-05-11 12:26:15.683140,Duplicate Order,Pending,906.33,1
RET-D23A3E7EF99,ORD-09757490318,PRD-0EB0F8592B0,2026-05-07 09:55:03.903506,Duplicate Order,Refunded,698.99,3
RET-5BC5FFF37CF,ORD-483D7FF9E09,PRD-D30F87186EA,2026-06-01 11:26:49.930113,Changed Mind,Pending,2502.41,2
RET-CF8DBED356B,ORD-D4947912424,PRD-C4D3CE30CFD,2024-07-15 02:38:49.229461,Duplicate Order,Approved,224.17,3
RET-A2F628AED57,ORD-F26F921B748,PRD-7BDE9884922,2025-08-26 10:13:11.738768,Duplicate Order,Rejected,1761.51,1
RET-9CE22B361AC,ORD-B8664267670,PRD-6F6CD5DDD3B,2026-02-16 10:41:15.211447,Duplicate Order,Approved,61.06,1
RET-C3E4C1B8B51,ORD-32C3BFF51F1,PRD-5E85A6D573B,2026-05-30 14:28:12.208303,Too Late,Approved,381.84,1
RET-4E8C9704112,ORD-119EB20B7F3,PRD-6435B665543,2025-01-09 20:59:03.216722,Wrong Item,Pending,135.98,1
RET-01156A1768C,ORD-67C50C8CE5F,PRD-BBE25A96B13,2026-03-27 05:32:08.473496,Wrong Item,Refunded,2515.07,1
RET-918CFCE5776,ORD-3489D23E245,PRD-FE9F6094BD0,2024-09-16 15:17:56.748087,Defective,Rejected,422.26,2
RET-14738B05429,ORD-54F31C9BEA5,PRD-95A1ED92BFA,2025-04-06 15:06:10.141128,Too Late,Pending,2128.94,3
RET-E66D716FD2B,ORD-4838B480D51,PRD-1A0F700C0E7,2024-01-06 07:34:42.758472,Better Price Found,Rejected,3472.02,1
RET-3934A29DAF9,ORD-AD7FC091446,PRD-F6D16B76089,2024-07-13 14:25:34.080586,Better Price Found,Refunded,187.87,2
RET-5E4A2B0E717,ORD-C852BACDDF5,PRD-B88F5234D5E,2026-06-10 07:29:13.716030,Defective,Refunded,123.88,2
RET-36BDB612345,ORD-7B8BA06B180,PRD-9C2FCB4ACED,2025-10-10 09:04:07.591094,Wrong Item,Refunded,1488.65,3
RET-4F753F1FFAA,ORD-2C24D881E29,PRD-A0F8131D883,2024-03-19 08:26:16.339369,Wrong Item,Rejected,576.95,3
RET-A4AA4E46897,ORD-4A02C5863B9,PRD-16B91A4820F,2025-03-06 10:23:58.803718,Not as Described,Refunded,1970.44,1
RET-DA8F2378490,ORD-A0497D93552,PRD-9B0D99AD5DF,2023-11-19 11:23:41.713187,Defective,Pending,243.81,1
RET-F02514F3387,ORD-5DB27C7ACDF,PRD-F946DC3E558,2025-08-16 13:59:33.805893,Duplicate Order,Refunded,159.14,3
RET-13C1BF71B46,ORD-166B67937EA,PRD-2C9923DC4DA,2025-05-09 02:53:36.088807,Better Price Found,Approved,1264.79,2
RET-2AA0660AD7C,ORD-7DECC7A7D1F,PRD-A4EB83E33A5,2025-03-13 14:06:57.576600,Duplicate Order,Refunded,440.58,3
RET-79FCB0C3E3D,ORD-DC4B747E813,PRD-7050CFA1C8A,2023-09-16 00:26:35.943727,Not as Described,Pending,366.06,2
RET-EFF7D68539B,ORD-B50D98EC51E,PRD-6CD5AFCC626,2024-07-02 02:20:14.084243,Defective,Refunded,753.9,2
RET-586CC00E1BA,ORD-AE535E13C93,PRD-1E59F7CF472,2026-07-15 09:09:01.895599,Better Price Found,Refunded,2177.7,2
RET-5BEA283E0DC,ORD-79583BC52F9,PRD-82898A329D5,2023-09-02 12:17:20.180837,Not as Described,Refunded,69.36,1
RET-FC31EBCB675,ORD-163E0143446,PRD-AE1B116A2A9,2024-04-23 09:25:30.083102,Duplicate Order,Pending,293.06,3
RET-2741CD054E6,ORD-8F511090E46,PRD-A24FE04DBBB,2023-11-30 11:53:47.165154,Changed Mind,Refunded,392.15,1
RET-8DCCD13DBF1,ORD-47C4C08A0B5,PRD-2B12DEBF7C4,2024-01-13 23:14:15.290529,Not as Described,Approved,2487.38,2
RET-C1C66AA15E0,ORD-7F32E01063F,PRD-FF6AD0A875A,2025-06-06 22:11:09.138878,Not as Described,Approved,1905.28,1
RET-B747E63D76E,ORD-C52221CDE11,PRD-F80D8363BFD,2026-06-12 19:04:57.997980,Not as Described,Rejected,1721.57,1
RET-8FA8D4DC7FB,ORD-316BA839B3A,PRD-7C0F3E8FC2D,2026-08-10 23:46:56.126434,Duplicate Order,Approved,513.32,3
RET-C5318D69C87,ORD-E08A7A200B4,PRD-C3BBAA60FA3,2023-10-07 17:07:11.103317,Duplicate Order,Rejected,179.65,1
RET-78CEF13DCD5,ORD-9D65D268222,PRD-1A8E74B72C4,2026-05-23 11:07:48.009890,Changed Mind,Refunded,562.6,3
RET-1941A78FB96,ORD-96B1FF41386,PRD-8CABF3F6922,2025-04-22 18:02:08.358527,Wrong Item,Pending,674.28,2
RET-FA1ED9B1050,ORD-D1C5F632EC2,PRD-DE3B88C4A5D,2025-04-10 17:19:10.658384,Changed Mind,Rejected,3124.14,3
RET-98BC04E2A4C,ORD-B5C33C132FC,PRD-7F066290C4D,2023-08-26 00:21:07.443226,Duplicate Order,Refunded,1006.95,3
RET-9A64653F410,ORD-6474AF1D105,PRD-204AB1D2AEF,2024-12-07 12:11:47.653618,Defective,Pending,577.46,3
RET-19441250304,ORD-813DED052C3,PRD-42FC9C094D7,2025-05-30 22:48:17.213573,Too Late,Refunded,4031.96,1
RET-66B9064EAE2,ORD-AE74804AF64,PRD-A463FA0BF76,2024-05-27 00:55:33.235151,Not as Described,Refunded,359.64,3
RET-57BEF866768,ORD-B53C993854B,PRD-BE55C261E3C,2024-10-04 10:21:23.015084,Better Price Found,Pending,1780.38,3
RET-249CC1D7B6B,ORD-856B176D1CA,PRD-54B1D8F1929,2025-08-19 10:16:12.187073,Wrong Item,Refunded,1866.02,2
RET-BEA0AB475DB,ORD-C2866906E28,PRD-C9DB13F447B,2026-04-03 15:45:12.129905,Too Late,Approved,257.48,2
RET-B72075A5F05,ORD-5958DBE46CA,PRD-12FA5DF3650,2024-05-05 21:04:30.525216,Changed Mind,Refunded,107.55,3
RET-1834EE3AC31,ORD-23CFC0EDD5D,PRD-329B3CEFE6E,2026-05-28 00:14:43.362153,Better Price Found,Rejected,2693.69,2
RET-6CE8680B48A,ORD-AFB225CAA69,PRD-37C17ED8738,2024-04-24 08:11:09.347187,Wrong Item,Refunded,3462.16,3
RET-441C1E45C43,ORD-B1CE2F0DF30,PRD-BF9354EB62A,2025-08-14 02:25:16.079316,Changed Mind,Approved,1839.51,2
RET-C76D3322889,ORD-47D08DA3FA9,PRD-2EEF9BF8281,2026-03-07 10:25:16.079041,Changed Mind,Pending,3373.31,3
RET-BDC5A41C7A2,ORD-F49A39A9A55,PRD-29C196C81CF,2023-10-29 21:44:04.281529,Wrong Item,Rejected,395.09,3
RET-523C4117B59,ORD-EB4D744D48C,PRD-D073B747D73,2026-07-29 11:50:19.637434,Better Price Found,Refunded,893.94,2
RET-0305E874303,ORD-06D4A04E99E,PRD-FFA4BCE6413,2024-11-22 08:11:31.214829,Wrong Item,Refunded,1312.21,3
RET-C6778B15979,ORD-239ACEB2B78,PRD-286A6FC37EE,2026-07-12 07:31:07.230024,Wrong Item,Rejected,2137.74,3
RET-6B041F930B5,ORD-EB48ACFE0BB,PRD-ED75B7CB69A,2023-09-16 12:10:20.530677,Too Late,Refunded,2221.07,3
RET-09AB55B7618,ORD-B7591AA85FB,PRD-062220235DB,2024-02-24 00:10:57.508030,Duplicate Order,Pending,2233.83,1
RET-77F7F6FF5C4,ORD-C6020027D7E,PRD-05075130A37,2024-06-12 13:28:41.537699,Changed Mind,Approved,549.77,3
RET-CC007930E51,ORD-AEC78DA4EE9,PRD-FFA4BCE6413,2026-02-16 07:31:56.914565,Duplicate Order,Rejected,627.97,2
RET-6ED8F714D02,ORD-208CA135FD4,PRD-A318170973B,2025-11-14 00:40:11.994734,Defective,Rejected,2385.1,2
RET-6071B5BC18B,ORD-786B785D693,PRD-104504A2259,2026-06-04 10:47:08.653690,Better Price Found,Rejected,15.39,3
RET-2A285A8A349,ORD-BCB3D23088B,PRD-13000546CC9,2025-10-21 18:42:19.278959,Better Price Found,Pending,1372.01,2
RET-F4AC120B0ED,ORD-6E415B13C72,PRD-859A71D37CD,2023-08-24 07:02:28.874101,Defective,Rejected,899.68,1
RET-28439D6789B,ORD-E34C4C7979C,PRD-4AB57E6FF6C,2025-08-25 12:18:46.298218,Not as Described,Pending,432.82,2
RET-113BF687223,ORD-2BD415D7EA0,PRD-F392966CA3F,2025-08-04 01:01:26.813626,Wrong Item,Refunded,1215.17,3
RET-4A94F562628,ORD-D2061B2320E,PRD-CBACA249870,2024-11-26 02:54:11.250968,Too Late,Pending,542.78,1
RET-8091B82BE00,ORD-9FD75F7294E,PRD-FDC57700A9B,2025-06-08 00:00:51.594007,Not as Described,Refunded,1132.93,2
RET-FA95B2DBDD4,ORD-CE499FFE7D0,PRD-7C460C1BDA8,2025-12-24 05:00:49.087296,Defective,Rejected,501.26,2
RET-E70FC893F3C,ORD-35D44E29B7A,PRD-61147782A58,2023-12-19 21:25:55.901686,Not as Described,Rejected,4464.16,3
RET-367C8F86209,ORD-C2B56508A13,PRD-2886AAD7623,2025-04-30 04:13:31.672610,Too Late,Approved,192.73,1
RET-86607A9EA62,ORD-6697C655C42,PRD-EDAC339D6DE,2024-01-20 15:08:54.921856,Not as Described,Pending,870.98,1
RET-FCB905CDC45,ORD-4C4ADFE87FC,PRD-C2877FA7B45,2026-02-04 13:18:22.508715,Changed Mind,Refunded,2877.68,3
RET-E55BBB3D44B,ORD-0AB5FB18216,PRD-83E8DDB3C8C,2024-06-07 23:41:55.957318,Defective,Pending,237.3,3
RET-D259F6A29B8,ORD-F297F994F8E,PRD-42FC9C094D7,2025-05-08 08:35:03.666169,Duplicate Order,Pending,536.38,2
RET-3B70EC898B4,ORD-02772A63AE9,PRD-8A97AB05A1F,2024-02-04 07:26:33.602993,Changed Mind,Approved,4563.86,3
RET-248858A3D84,ORD-9B94E745768,PRD-BC58A5A09E3,2025-08-15 01:08:13.001662,Changed Mind,Rejected,1922.99,3
RET-45E99BA32FD,ORD-442DDF4A7B5,PRD-1E59F7CF472,2023-12-22 04:14:20.342991,Duplicate Order,Pending,4023.22,3
RET-79904D5FC68,ORD-C9151883D9F,PRD-98DEC6F2072,2025-06-21 06:21:26.632955,Duplicate Order,Rejected,1364.31,3
RET-6C8C4A97C5E,ORD-79583650BF5,PRD-FB65E0D6C32,2025-12-07 23:46:56.660055,Duplicate Order,Refunded,1642.68,2
RET-EDF11DA3566,ORD-ADF0C40844B,PRD-79D732FFBAE,2023-11-13 17:22:29.742373,Wrong Item,Approved,1641.18,1
RET-BC25D7D4BA5,ORD-69DF6AF03D9,PRD-EDC5079FD2A,2025-09-24 04:10:23.287415,Duplicate Order,Rejected,615.68,2
RET-6C2C0D91F99,ORD-6283FDEA227,PRD-3B1AC728991,2024-07-09 23:55:08.662630,Changed Mind,Rejected,1087.98,3
RET-840B7A0DE14,ORD-1C46304B5BB,PRD-8553B081F45,2025-11-20 12:36:23.976700,Not as Described,Approved,1527.11,3
RET-E9F577BFDC0,ORD-89F6FCA1123,PRD-4B2AE348E5C,2025-03-24 09:17:44.167614,Better Price Found,Rejected,364.61,3
RET-F74C3B05DFA,ORD-DEFC9047734,PRD-2EEF9BF8281,2025-06-08 11:45:03.575348,Changed Mind,Pending,1290.97,1
RET-8971AA99DA3,ORD-66F405F87D5,PRD-B2E746CDFD2,2024-11-14 01:03:12.613687,Defective,Refunded,1619.04,2
RET-AB5BE66C8BA,ORD-4FF4315EF42,PRD-82898A329D5,2024-07-31 01:40:52.242380,Too Late,Pending,1147.37,2
RET-68082D2BAF1,ORD-80D3856D09B,PRD-348732ACB2F,2023-12-20 10:40:04.801855,Defective,Rejected,180.33,1
RET-80F04FA53D1,ORD-7FCA3B98B21,PRD-8C822196A35,2025-07-20 11:24:40.897109,Defective,Pending,2232.76,3
RET-770FFD5F601,ORD-748FF5CE93B,PRD-F80D8363BFD,2026-04-11 08:38:35.394309,Better Price Found,Refunded,121.61,2
RET-1197193F07D,ORD-784BDC1B900,PRD-9AC0ABBF02E,2024-04-12 18:02:18.811326,Duplicate Order,Rejected,2556.74,2
RET-B711688FEF0,ORD-0FD683F6F2C,PRD-FA228073006,2024-08-24 15:13:47.835869,Too Late,Approved,4480.82,1
RET-97FB40DDF83,ORD-C6FBF97858D,PRD-F065B4C38CC,2024-10-26 19:12:27.773394,Not as Described,Refunded,58.65,2
RET-8A0FBB7CBFF,ORD-9DA000B6095,PRD-B15157EF393,2025-08-09 20:18:55.739804,Too Late,Pending,886.32,2
RET-D401304D2C8,ORD-E88FD82F80F,PRD-FF6AD0A875A,2023-08-19 16:04:33.491420,Too Late,Refunded,210.53,1
RET-B71785F2140,ORD-BECCA3C41ED,PRD-D9AF34D4EEB,2023-11-10 21:52:32.446301,Duplicate Order,Approved,1180.12,2
RET-D2D9D6E0B9E,ORD-0EC2551EB02,PRD-6B0FBCA067E,2024-07-17 19:53:40.000217,Better Price Found,Pending,823.45,3
RET-36A77DE5C72,ORD-6DD37008918,PRD-1C64A811AC7,2026-02-04 23:35:55.373930,Changed Mind,Refunded,208.77,1
RET-E7925B7FC5A,ORD-EF317A29E10,PRD-02BA80CF4C9,2024-08-23 09:55:05.219626,Duplicate Order,Rejected,715.39,2
RET-57D3B02CA6C,ORD-C41E6527521,PRD-ECE276CAD70,2024-09-30 15:53:30.390634,Duplicate Order,Approved,378.91,2
RET-5671AD6D2F2,ORD-BC2CCD46367,PRD-9859019C760,2025-01-20 01:48:33.608211,Wrong Item,Refunded,1767.15,1
RET-EC71D37A686,ORD-6C77B1D55FF,PRD-0D4405C11F7,2026-05-07 12:52:07.519500,Defective,Approved,1195.62,2
RET-A72EDEC4C51,ORD-0AFAF717833,PRD-191244D40F9,2025-02-12 02:59:22.485543,Wrong Item,Refunded,3224.69,2
RET-F012FCA680B,ORD-E436AC67D54,PRD-54900BD2405,2023-12-12 21:37:13.147871,Wrong Item,Pending,1593.4,1
RET-A6EEB865741,ORD-D5B9F3F3935,PRD-2EB30A0CE9D,2025-12-21 04:36:26.236443,Changed Mind,Rejected,508.35,2
RET-0BE9B74158C,ORD-ED06650F5A5,PRD-16B91A4820F,2025-08-08 01:08:49.467298,Changed Mind,Approved,47.78,2
RET-8F87D017E67,ORD-04265F46B31,PRD-B2E746CDFD2,2025-11-17 10:44:43.851077,Too Late,Refunded,2865.68,2
RET-702DB916C0A,ORD-2D5855303CA,PRD-28325CED6FA,2024-11-26 04:50:32.840651,Wrong Item,Approved,356.75,3
RET-F51024B32CD,ORD-7B486A986AC,PRD-FDC57700A9B,2024-03-04 01:35:54.371559,Changed Mind,Refunded,1390.46,2
RET-38492AE856C,ORD-1AC7E9DE999,PRD-10F0D89CBD4,2024-11-23 13:34:25.273494,Wrong Item,Approved,2185.55,3
RET-145A416C9B2,ORD-0CBB3B96915,PRD-B15157EF393,2025-01-27 21:40:26.230022,Changed Mind,Rejected,1154.16,2
RET-152AD5FB922,ORD-EE2086A30D1,PRD-1F3722F5274,2026-01-29 15:35:56.264155,Changed Mind,Approved,624.95,3
RET-0A365092172,ORD-3B54E736F9F,PRD-7080483626E,2024-12-16 10:40:51.570431,Wrong Item,Rejected,887.36,1
RET-1FE062726C4,ORD-CE7DDC71C8B,PRD-D30F87186EA,2025-10-03 11:37:20.922734,Wrong Item,Pending,798.54,2
RET-CDAC2E1B997,ORD-944631EC372,PRD-BFB46BB958A,2025-01-06 16:37:01.963382,Defective,Pending,249.05,2
RET-8DFBADF09D8,ORD-03196AF5E00,PRD-29378C59BA8,2023-11-23 01:56:54.565892,Changed Mind,Rejected,2100.9,3
RET-12899353865,ORD-D81F8C90D99,PRD-F75E3442F15,2023-10-24 18:11:25.669100,Wrong Item,Rejected,69.78,1
RET-94B2E821883,ORD-66F7520DAC3,PRD-C9DB13F447B,2025-11-27 02:01:07.670947,Duplicate Order,Refunded,818.4,3
RET-D087D0C1ED9,ORD-CC4306E98F1,PRD-C5B9F023453,2023-09-22 06:52:37.740427,Duplicate Order,Refunded,346.9,2
RET-6D27EE6838B,ORD-DD3BB1B6825,PRD-C2877FA7B45,2025-05-24 11:23:35.521438,Wrong Item,Refunded,752.36,3
RET-93FEF8906BC,ORD-FA27FC5622A,PRD-A62A0C35773,2025-10-29 10:05:08.942887,Defective,Refunded,277.15,1
RET-BF0F1D4D2E2,ORD-A0983F81B94,PRD-1ECD30EA6D0,2024-12-22 20:32:12.363640,Defective,Approved,201.08,3
RET-8C7CE5CF78E,ORD-08EF74C5396,PRD-F0A09A164AC,2024-11-06 01:22:45.813353,Not as Described,Approved,58.08,3
RET-58DDDD00C23,ORD-5F82128B63B,PRD-286A6FC37EE,2023-11-21 04:49:07.418882,Changed Mind,Approved,181.83,2
RET-35B4FA0A267,ORD-F789FD54A59,PRD-7994F9A5686,2026-05-30 22:11:43.849237,Too Late,Rejected,2796.81,3
RET-38FDE92DF42,ORD-ACC2BD285BE,PRD-C118EAAFCBA,2024-04-28 13:18:31.199350,Wrong Item,Refunded,299.63,2
RET-B9A76C160BC,ORD-5B254D80426,PRD-D30F87186EA,2023-10-28 10:19:18.191012,Not as Described,Refunded,635.23,2
RET-D6D8EA2F458,ORD-A31C588DFC8,PRD-0B30891BE52,2026-07-07 03:37:21.496076,Better Price Found,Approved,2731.3,3
RET-82B87CFC5B8,ORD-1731EF52F78,PRD-C3859F95FD3,2025-07-22 14:14:44.004366,Duplicate Order,Refunded,300.73,2
RET-49F69C6B67B,ORD-99132B01F5E,PRD-062220235DB,2025-05-16 14:12:10.163777,Wrong Item,Pending,67.05,3
RET-D0F95664E24,ORD-A488A81AB04,PRD-F296087E33C,2025-05-21 08:41:55.659767,Duplicate Order,Approved,383.27,3
RET-730C39DAF64,ORD-911CD0313F3,PRD-9C2FCB4ACED,2025-07-04 10:16:42.213645,Changed Mind,Refunded,641.22,3
RET-9A54E073449,ORD-CDD6D2DB866,PRD-AB49DA50E86,2025-09-08 22:43:43.223560,Changed Mind,Refunded,86.82,3
RET-BA62912A547,ORD-0B9E7FA02DC,PRD-DDAD3DD8100,2025-09-08 19:51:32.522574,Changed Mind,Rejected,1462.96,2
RET-3F141233B95,ORD-D4EE7E040D2,PRD-243C6401C3D,2024-08-06 21:23:38.422019,Wrong Item,Pending,90.26,3
RET-4BE314D58A1,ORD-6D71BAD94B0,PRD-71FCBFE1035,2025-11-07 16:23:41.549464,Defective,Rejected,4733.98,1
RET-EC0C6B1F071,ORD-8F7F8DB22B1,PRD-0CEC386E4AA,2026-02-15 11:17:26.554716,Duplicate Order,Pending,2907.43,1
RET-40A5ABC0980,ORD-1367EC53FB6,PRD-F065B4C38CC,2024-08-26 12:08:32.443718,Too Late,Refunded,1156.83,3
RET-366E94D0431,ORD-4ABC7884BBA,PRD-1B3391AFC0C,2026-03-10 15:41:50.587319,Not as Described,Refunded,437.3,1
RET-823D67D9064,ORD-71AF3640579,PRD-286A6FC37EE,2024-11-23 19:51:25.350762,Duplicate Order,Refunded,613.9,1
RET-9B80B7D9C76,ORD-6B78566CC5B,PRD-3A02E8C8B8C,2025-06-12 12:24:35.195868,Too Late,Approved,101.1,3
RET-359CCBB2152,ORD-002F36D9687,PRD-2C9923DC4DA,2026-05-08 16:17:19.106496,Not as Described,Rejected,3910.74,3
RET-7E54A908ECA,ORD-2C8A452D22D,PRD-79127EDC2CE,2024-03-19 15:56:44.157660,Too Late,Refunded,28.44,3
RET-C91583C4E1B,ORD-E3EEC2A7708,PRD-2EEF9BF8281,2026-03-29 14:05:56.521968,Not as Described,Pending,557.63,3
RET-8321D8BFAF7,ORD-87847D8EE03,PRD-084FF6CE613,2025-12-03 15:54:00.181974,Defective,Rejected,1413.12,1
RET-FFA6635D4C4,ORD-CCA5441A62F,PRD-FCCED195B30,2025-12-17 12:27:30.274562,Changed Mind,Rejected,1191.89,3
RET-BE258495745,ORD-A3CE4EB47E8,PRD-BA4920DBB91,2025-06-26 20:01:26.515038,Changed Mind,Pending,1788.03,3
RET-A9FEC07106A,ORD-5D3C47414AE,PRD-76D9BA40F27,2026-02-08 09:31:41.338386,Defective,Approved,255.67,3
RET-15B5CEA983A,ORD-CFBE3780EB8,PRD-413F049ECA0,2026-07-05 20:13:43.450617,Changed Mind,Approved,1134.45,1
RET-9FF47AB61D6,ORD-EFD2BBE50FE,PRD-F9075ADB643,2024-05-17 06:47:27.506119,Not as Described,Approved,1378.9,2
RET-8FD80A04662,ORD-8ADA3901B55,PRD-54900BD2405,2025-11-23 18:15:29.326793,Defective,Rejected,3899.71,2
RET-595BF80DAA0,ORD-A6065CAF20E,PRD-7C07A6C4247,2026-03-13 00:47:03.611279,Defective,Pending,169.74,3
RET-44F7CD4B9ED,ORD-94157CCE90A,PRD-D5D53E21CA5,2024-05-11 11:31:14.093776,Defective,Approved,83.02,2
RET-3EC642F1FDA,ORD-35E5B980F80,PRD-4F1A63AA25C,2023-12-09 02:44:09.174820,Too Late,Pending,621.43,3
RET-0373555CACC,ORD-C6B6446EBF0,PRD-C09D44D22D9,2023-09-06 14:18:57.200231,Better Price Found,Pending,413.76,3
RET-252B4F03014,ORD-99372FAE00E,PRD-FCCED195B30,2026-05-27 19:53:14.235061,Too Late,Rejected,754.44,1
RET-49884AD055A,ORD-D83B0435B54,PRD-7B34702E827,2023-10-20 11:03:40.505204,Too Late,Refunded,28.74,1
RET-8E04E510E7A,ORD-6FB1902E689,PRD-C6D503104FF,2023-11-18 14:56:47.164988,Defective,Refunded,669.93,3
RET-2D51CA86CD2,ORD-3C862FF4C37,PRD-F9075ADB643,2025-06-02 22:38:53.665401,Better Price Found,Refunded,340.26,1
RET-4EEC8E82F1B,ORD-41CE40BCAE2,PRD-71FCBFE1035,2024-07-14 05:41:50.233387,Wrong Item,Pending,2952.82,2
RET-9681994EAF4,ORD-C58776553F7,PRD-C2877FA7B45,2026-03-27 06:52:33.714787,Duplicate Order,Approved,549.17,1
RET-C2C76D451BB,ORD-79B147E6A84,PRD-000553CEBB8,2026-04-19 04:52:02.152341,Changed Mind,Refunded,1027.48,3
RET-7E779AEC41A,ORD-99E5F2A29B8,PRD-88C6CAE7E95,2023-12-02 18:37:00.561357,Duplicate Order,Rejected,696.51,1
RET-3C0493EBAE1,ORD-EE8AE56CA3C,PRD-CDDF4B79E7F,2025-04-22 06:08:14.760348,Defective,Rejected,113.62,2
RET-70616BD3E67,ORD-E06C5CE4EC6,PRD-F065B4C38CC,2026-03-13 03:43:51.921182,Better Price Found,Approved,1148.52,3
RET-895FA31E168,ORD-8EF2327CF53,PRD-2EEF9BF8281,2023-10-01 11:27:16.052919,Defective,Refunded,15.83,1
RET-79267E12352,ORD-027F544AE78,PRD-1CEED31644B,2025-07-01 12:47:49.095228,Wrong Item,Approved,1320.16,2
RET-E02BCFFF9A5,ORD-A1D45A9FDAD,PRD-5B3CBD3486A,2023-11-17 07:40:00.820431,Wrong Item,Rejected,634.76,2
RET-D7717588AA5,ORD-B35885E0DF9,PRD-F80D8363BFD,2024-05-13 14:39:11.891008,Better Price Found,Rejected,1129.79,1
RET-4A388AC919C,ORD-52949810CC4,PRD-A998913A1F8,2024-11-01 07:20:56.515840,Defective,Approved,78.75,2
RET-748123B95CF,ORD-4911403D78B,PRD-79127EDC2CE,2025-10-17 13:30:44.251725,Defective,Refunded,2914.19,3
RET-6AF09C536D6,ORD-3C2F5A818DB,PRD-B8292B08D69,2025-07-20 05:13:54.815681,Better Price Found,Approved,248.47,3
RET-9602FEEF557,ORD-212E8B0AB55,PRD-C63710B653A,2024-05-24 16:52:35.446831,Not as Described,Rejected,2202.53,1
RET-85735CE2069,ORD-3A670209B20,PRD-566D45900FA,2024-12-12 16:58:47.486029,Wrong Item,Pending,1668.55,3
RET-357DB79B6D3,ORD-5AFAD9D2500,PRD-6FC12EC9866,2026-07-12 03:02:44.379339,Defective,Approved,3075.05,3
RET-33136AE0719,ORD-71962EEFFF5,PRD-2F1D3E8CB1F,2024-11-09 07:05:47.457125,Defective,Pending,377.03,1
RET-45D2AF9C9C9,ORD-EF057DFB414,PRD-48ED7240370,2023-11-15 02:15:53.437447,Duplicate Order,Approved,72.49,1
RET-FE3F872DF99,ORD-C6B63C7A36C,PRD-D30F87186EA,2024-08-05 21:06:50.668531,Wrong Item,Refunded,965.2,1
RET-1FC0D9D3493,ORD-2F59C654DBE,PRD-307B15309A9,2023-12-17 19:38:08.034566,Changed Mind,Pending,922.85,1
RET-AE61BEFCCFC,ORD-6CB486FA065,PRD-249DB527A4B,2025-02-12 01:21:12.230304,Changed Mind,Approved,450.36,3
RET-EC5DDAEFAF0,ORD-BD6F158D370,PRD-7BDE9884922,2025-08-16 23:59:26.072598,Wrong Item,Approved,31.72,3
RET-44024701AFE,ORD-A0C859709B7,PRD-54DB6965FBE,2024-02-04 05:11:04.784091,Too Late,Approved,8.43,3
RET-0706E802F77,ORD-F024F4696B0,PRD-EDC5079FD2A,2025-07-05 20:17:43.348034,Better Price Found,Rejected,636.48,2
RET-EE5DFF8CE0C,ORD-C8FEEF3DEE9,PRD-E43CB902CA2,2024-10-17 22:13:38.428488,Too Late,Approved,2355.84,2
RET-93268A0E3CB,ORD-1ECF0BD86B6,PRD-DBED3F592B8,2024-04-05 17:09:49.520516,Changed Mind,Refunded,2928.37,3
RET-470873C99BF,ORD-0D14A823253,PRD-98739DC101A,2023-12-08 19:16:03.882053,Defective,Approved,274.5,1
RET-5A49522B0CE,ORD-537B461C5FC,PRD-E26B00F44CE,2025-09-06 18:47:13.820497,Defective,Rejected,382.25,3
RET-563B9D4A625,ORD-6EFF2244C28,PRD-9E7E9E2E70E,2024-06-30 20:52:44.486985,Defective,Pending,195.94,2
RET-DB2C5289C5A,ORD-C08E872A891,PRD-D4E90F8C270,2026-06-06 21:19:54.194952,Changed Mind,Rejected,1373.42,3
